#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Moorena	producens	JHB	NZ_CP017708.2	3681528	3692407	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=3681528&end=3692407
Moorena	producens	JHB	NZ_CP017708.2	3909116	3972303	nrps	false	pseudospumigin A/pseudospumigin B/pseudospumigin C/pseudospumigin D/pseudospumigin E/pseudospumigin F	66	BGC0001748	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=3909116&end=3972303
Moorena	producens	JHB	NZ_CP017708.2	4063862	4106289	lanthipeptide-class-v	false	hexose-palythine-serine/hexose-shinorine	28	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=4063862&end=4106289
Moorena	producens	JHB	NZ_CP017708.2	4363082	4422062	nrps	false	varlaxin 1046A/varlaxin 1022A	54	BGC0002632	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=4363082&end=4422062
Moorena	producens	JHB	NZ_CP017708.2	4470869	4512536	phosphonate	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=4470869&end=4512536
Moorena	producens	JHB	NZ_CP017708.2	4569425	4628745	t1pks nrps hybrid	false	cryptomaldamide	100	BGC0001560	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=4569425&end=4628745
Moorena	producens	JHB	NZ_CP017708.2	4858851	4899778	other	false	minutissamide A/minutissamide C/minutissamide D	23	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=4858851&end=4899778
Moorena	producens	JHB	NZ_CP017708.2	4911448	4933512	cyanobactin	false	trichamide	27	BGC0000481	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=4911448&end=4933512
Moorena	producens	JHB	NZ_CP017708.2	5043582	5064041	hserlactone	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=5043582&end=5064041
Moorena	producens	JHB	NZ_CP017708.2	5195843	5216773	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=5195843&end=5216773
Moorena	producens	JHB	NZ_CP017708.2	5298312	5338148	ripp-like rre-containing cyanobactin lassopeptide hybrid	false	piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4	25	BGC0001167	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=5298312&end=5338148
Moorena	producens	JHB	NZ_CP017708.2	5891715	5912462	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=5891715&end=5912462
Moorena	producens	JHB	NZ_CP017708.2	6029854	6068819	cyanobactin terpene hybrid	false	piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4	25	BGC0001167	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=6029854&end=6068819
Moorena	producens	JHB	NZ_CP017708.2	6197916	6240242	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=6197916&end=6240242
Moorena	producens	JHB	NZ_CP017708.2	6349361	6416455	cdps nrps-like t1pks hybrid	false	jamaicamide A/jamaicamide B/jamaicamide C	7	BGC0001001	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=6349361&end=6416455
Moorena	producens	JHB	NZ_CP017708.2	6448824	6538425	t3pks nrps pks-like t1pks hybrid	false	jamaicamide A/jamaicamide B/jamaicamide C	96	BGC0001001	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=6448824&end=6538425
Moorena	producens	JHB	NZ_CP017708.2	6560165	6607488	nrps	false	vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F	10	BGC0002296	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=6560165&end=6607488
Moorena	producens	JHB	NZ_CP017708.2	7683773	7705687	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=7683773&end=7705687
Moorena	producens	JHB	NZ_CP017708.2	7830761	7878195	nrps	false	microginin	57	BGC0002623	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=7830761&end=7878195
Moorena	producens	JHB	NZ_CP017708.2	8673610	8755099	nrps t1pks hybrid	false	merocyclophane C/merocyclophane D	33	BGC0001663	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=8673610&end=8755099
Moorena	producens	JHB	NZ_CP017708.2	8927154	9017234	hgle-ks nrps t1pks hybrid	false	heterocyst glycolipids	57	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=8927154&end=9017234
Moorena	producens	JHB	NZ_CP017708.2	9359202	9405640	nrps	false	rhizomide A/rhizomide B/rhizomide C	100	BGC0001758	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=9359202&end=9405640
Moorena	producens	JHB	NZ_CP017708.2	9474095	9521136	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=9474095&end=9521136
Moorena	producens	JHB	NZ_CP017708.2	9533473	9577622	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP017708.2&start=9533473&end=9577622
Fischerella	major	NIES-592	NZ_MRCA01000001.1	224209	265928	nrps	false	xenotetrapeptide	100	BGC0001132	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000001.1&start=224209&end=265928
Fischerella	major	NIES-592	NZ_MRCA01000001.1	370725	413092	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000001.1&start=370725&end=413092
Fischerella	major	NIES-592	NZ_MRCA01000001.1	552594	573527	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000001.1&start=552594&end=573527
Fischerella	major	NIES-592	NZ_MRCA01000011.1	16299	71131	resorcinol hgle-ks hybrid	false	bartoloside 2/bartoloside 3/bartoloside 4	36	BGC0001525	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000011.1&start=16299&end=71131
Fischerella	major	NIES-592	NZ_MRCA01000013.1	33160	86150	t1pks hgle-ks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000013.1&start=33160&end=86150
Fischerella	major	NIES-592	NZ_MRCA01000002.1	538693	563385	lassopeptide	false	kijanimicin	4	BGC0000082	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000002.1&start=538693&end=563385
Fischerella	major	NIES-592	NZ_MRCA01000020.1	40373	65884	crocagin	true	O-antigen	14	BGC0000782	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000020.1&start=40373&end=65884
Fischerella	major	NIES-592	NZ_MRCA01000021.1	0	27212	nrps	true	hapalosin	40	BGC0001467	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000021.1&start=0&end=27212
Fischerella	major	NIES-592	NZ_MRCA01000003.1	0	55547	t1pks nrps hybrid	true	anachelin	25	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000003.1&start=0&end=55547
Fischerella	major	NIES-592	NZ_MRCA01000003.1	281201	303964	lassopeptide rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000003.1&start=281201&end=303964
Fischerella	major	NIES-592	NZ_MRCA01000003.1	391346	445015	hgle-ks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000003.1&start=391346&end=445015
Fischerella	major	NIES-592	NZ_MRCA01000004.1	2766	23756	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000004.1&start=2766&end=23756
Fischerella	major	NIES-592	NZ_MRCA01000006.1	325888	348899	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCA01000006.1&start=325888&end=348899
Nostoc	cycadae	WK-1	NZ_DF978425.1	244036	287111	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978425.1&start=244036&end=287111
Nostoc	cycadae	WK-1	NZ_DF978428.1	195940	248347	t1pks hgle-ks hybrid	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978428.1&start=195940&end=248347
Nostoc	cycadae	WK-1	NZ_DF978429.1	205494	226472	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978429.1&start=205494&end=226472
Nostoc	cycadae	WK-1	NZ_DF978430.1	0	86298	nrps t1pks hybrid	true	anachelin	35	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978430.1&start=0&end=86298
Nostoc	cycadae	WK-1	NZ_DF978430.1	125975	136812	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978430.1&start=125975&end=136812
Nostoc	cycadae	WK-1	NZ_DF978431.1	223232	265635	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978431.1&start=223232&end=265635
Nostoc	cycadae	WK-1	NZ_DF978434.1	73207	94038	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978434.1&start=73207&end=94038
Nostoc	cycadae	WK-1	NZ_DF978434.1	146928	169683	rre-containing lassopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978434.1&start=146928&end=169683
Nostoc	cycadae	WK-1	NZ_DF978435.1	29193	51551	terpene	false	geosmin	100	BGC0000661	https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978435.1&start=29193&end=51551
Nostoc	cycadae	WK-1	NZ_DF978438.1	92810	114718	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978438.1&start=92810&end=114718
Nostoc	cycadae	WK-1	NZ_DF978440.1	34265	93331	nrps-like lap hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978440.1&start=34265&end=93331
Nostoc	cycadae	WK-1	NZ_DF978442.1	31601	74291	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978442.1&start=31601&end=74291
Nostoc	cycadae	WK-1	NZ_DF978447.1	38006	58939	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_DF978447.1&start=38006&end=58939
Synechococcus	Unknown	SYN20	NZ_CP047959.1	941666	962938	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047959.1&start=941666&end=962938
Synechococcus	Unknown	SYN20	NZ_CP047959.1	1490994	1532089	t3pks	false	3-(2'-hydroxy-3'-oxo-4'-methylpentyl)-indole/3-(2'-hydroxy-3'-oxo-4'-methylhexyl)-indole/3-(2'-acetoxy-3'-oxo-4'-methylpentyl)-indole/3-(2'-acetoxy-3'-oxo-4'-methylhexyl)-indole	25	BGC0000189	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047959.1&start=1490994&end=1532089
Synechococcus	Unknown	SYN20	NZ_CP047959.1	1981829	2004081	rre-containing lassopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047959.1&start=1981829&end=2004081
Synechococcus	Unknown	SYN20	NZ_CP047959.1	2431629	2452538	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047959.1&start=2431629&end=2452538
Cyanobacterium	Unknown		NZ_OX373462.1	641139	663074	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_OX373462.1&start=641139&end=663074
Cyanobacterium	Unknown		NZ_OX373462.1	1428814	1449747	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_OX373462.1&start=1428814&end=1449747
Cyanobacterium	Unknown		NZ_OX373462.1	1711697	1732510	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_OX373462.1&start=1711697&end=1732510
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	422962	443511	phenazine	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=422962&end=443511
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	1023194	1065518	lanthipeptide-class-v	false	hassallidin C	6	BGC0000369	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=1023194&end=1065518
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	1594774	1618098	indole	false	tjipanazole D/tjipanazole I/tjipanazole L/tjipanazole K/tjipanazole M	30	BGC0002482	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=1594774&end=1618098
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	1642906	1665027	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=1642906&end=1665027
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	2384427	2427040	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=2384427&end=2427040
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	3239644	3396700	nrps t1pks hybrid	false	nostopeptolide A1/nostopeptolide 1052	50	BGC0002061	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=3239644&end=3396700
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	3448624	3494471	t1pks	false	microginin	57	BGC0002623	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=3448624&end=3494471
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	4014201	4034495	microviridin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=4014201&end=4034495
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	4103002	4123968	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=4103002&end=4123968
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	4811113	4854176	nrps-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=4811113&end=4854176
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	4881541	4923852	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=4881541&end=4923852
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	5018465	5074105	nrps mycosporine-like hybrid	false	hexose-palythine-serine/hexose-shinorine	57	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=5018465&end=5074105
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	5244547	5317221	oligosaccharide terpene hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=5244547&end=5317221
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	5592516	5620981	cyanobactin	false	muscoride A/muscoride B	50	BGC0002551	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=5592516&end=5620981
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	5711327	5734912	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=5711327&end=5734912
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	7044690	7074013	lassopeptide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=7044690&end=7074013
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	7179097	7220960	isocyanide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=7179097&end=7220960
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	7293601	7336694	nrps-like	false	nocuolin A	19	BGC0001704	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=7293601&end=7336694
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	7368969	7421371	hgle-ks t1pks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=7368969&end=7421371
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	7555655	7612040	nrps	false	pseudospumigin A/pseudospumigin B/pseudospumigin C/pseudospumigin D/pseudospumigin E/pseudospumigin F	66	BGC0001748	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=7555655&end=7612040
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	9075167	9098371	lanthipeptide-class-ii	false	nostolysamide A/nostolysamide B	50	BGC0002699	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=9075167&end=9098371
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	9577911	9599987	redox-cofactor	false	fabrubactin A/fabrubactin B	11	BGC0002107	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=9577911&end=9599987
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	9626457	9646919	phenazine	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=9626457&end=9646919
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	9688851	9737938	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=9688851&end=9737938
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	10599894	10642357	nrps-like	false	nostolysamide A/nostolysamide B	33	BGC0002699	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=10599894&end=10642357
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	10650127	10671960	rre-containing spliceotide hybrid	false	PcpA	33	BGC0001733	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=10650127&end=10671960
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	10858255	10881128	lassopeptide	false	nostophycin	36	BGC0001029	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=10858255&end=10881128
Calothrix	Unknown	PCC 7716	NZ_AP025018.1	11280307	11300637	microviridin	false	microviridin N9/microviridin N8/microviridin N7/microviridin N6/microviridin N5/microviridin N4/microviridin N3	33	BGC0002049	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP025018.1&start=11280307&end=11300637
Gloeothece	citriformis	PCC 7424	NC_011729.1	443166	485412	lanthipeptide-class-v spliceotide rre-containing hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_011729.1&start=443166&end=485412
Gloeothece	citriformis	PCC 7424	NC_011729.1	893624	937974	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_011729.1&start=893624&end=937974
Gloeothece	citriformis	PCC 7424	NC_011729.1	1256510	1277443	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_011729.1&start=1256510&end=1277443
Gloeothece	citriformis	PCC 7424	NC_011729.1	2071177	2133200	terpene nrps-like t1pks hybrid	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NC_011729.1&start=2071177&end=2133200
Gloeothece	citriformis	PCC 7424	NC_011729.1	2997341	3042460	t1pks t3pks hybrid	false	carbamidocyclophane A/carbamidocyclophane B/carbamidocyclophane C/carbamidocyclophane D/carbamidocyclophane E/carbamidocyclophane F/carbamidocyclophane H/carbamidocyclophane M/carbamidocyclophane N/carbamidocyclophane O/carbamidocyclophane P/carbamidocyclophane Q/carbamidocyclophane R/carbamidocyclophane S/carbamidocyclophane T/carbamidocyclophane U	46	BGC0001357	https://antismash-db.secondarymetabolites.org/area?record=NC_011729.1&start=2997341&end=3042460
Gloeothece	citriformis	PCC 7424	NC_011729.1	3706854	3728786	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_011729.1&start=3706854&end=3728786
Gloeothece	citriformis	PCC 7424	NC_011729.1	5517901	5561912	nrps	false	hexose-palythine-serine/hexose-shinorine	57	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NC_011729.1&start=5517901&end=5561912
Gloeothece	citriformis	PCC 7424	NC_011738.1	105645	193597	nrps lap nrp-metallophore hybrid	false	anachelin	25	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NC_011738.1&start=105645&end=193597
